0.104 -0.0369 -1.1072 -0.4409 -0.0188 -0.5476 -0.2102 -0.4417 -0.782 -0.075 -0.5525 -1.1301 -0.1343 -0.3477 -0.7485 0.0242 -0.3801 -0.8267 -0.1313 -1.0386 -1.9834 -0.2507 -0.4163 -0.6914 -0.0264 -0.3694 -1.0723 -0.064 -0.3525 -0.6545 -0.271 -0.3928 -0.7961 -0.1057 -0.4111 -1.0476 -0.2798 -0.647 -1.1548 -0.0537 -0.1978 -0.731 -0.1807 -0.1956 -0.3774 0.0999 -0.1409 -0.5012 -0.0166 -0.3286 -0.729 0.093 -0.2952 -0.6089 -0.0339 -0.3708 -0.6453 -0.0146 -0.4109 -1.1309 -0.072 -0.3894 -1.0244 -0.0635 -0.4539 -0.9031 -0.1755 -0.479 -0.7542 -0.127 -0.2439 -0.6311 -0.1636 -0.314 -1.0908 -0.0959 -0.5161 -1.1663 -0.0923 -0.3481 -1.0403 -0.0945 -0.2397 -0.6704 -0.0918 -0.418 -1.0435 -0.136 -0.5103 -1.0154 -0.1204 -0.5151 -1.4707 -0.2139 -0.4119 -1.343 -0.0066 -0.3652 -1.1301 -0.1252 -0.4336 -1.0215 -0.0149 -0.5627 -1.3035 -0.0886 -0.3457 -0.8579 -0.0757 -0.26 -0.856 0.1284 -0.3916 -0.9575 -0.1274 -0.3262 -0.9729 -0.1077 -0.3188 -0.949 -0.2356 -0.3184 -0.6101 0.0735 -0.4043 -0.9265 -0.124 -0.5647 -0.9055 -0.0679 -0.3008 -0.9402 -0.0569 -0.4011 -0.9031 0.0022 -0.4431 -0.823 -0.0981 -0.3757 -1.0583 -0.0654 -0.4272 -0.8665 -0.1428 -0.4402 -1.1768 -0.0642 -0.4634 -0.9277 -0.2092 -0.5513 -1.2246 0.0012 -0.4341 -0.7502 -0.0745 -0.5786 -0.9314 -0.1152 -0.4885 -1.4097 -0.0557 -0.4221 -0.8413 -0.1785 -0.3804 -0.2166 -0.0386 -0.1877 -0.2063 0.0225 -0.5332 -0.5767 0.0718 -0.1523 -1.075 -0.2302 -0.6541 -0.615 -0.1833 -0.1431 -0.738 -0.4092 -0.1743 -0.3672 -0.1631 -0.0574 -0.4604 -0.1282 -0.1846 -1.4009
-0.3511 -0.2124 -1.2505 -0.1047 -0.1565 -0.5764 -0.1223 -0.071 -0.3774 -0.1035 -0.1646 -0.5308 -0.2148 -0.3005 -0.5493 -0.1797 -0.2073 -1.426 -0.1919 -0.2185 -1.0205 -0.2009 -0.2124 -0.7334 -0.1934 -0.1975 -1.0828 -0.0286 -0.3015 -1.1753 -0.1467 -0.3955 -0.9614 -0.0796 -0.2722 -1.1697 -0.1296 -0.2878 -1.0781 -0.1846 -0.0447 -1.04 -0.123 -0.1924 -0.9795 -0.187 -0.0967 -0.9458 -0.1296 -0.231 -0.978 -0.2014 -0.0264 -0.7712 -0.0881 -0.178 -0.8301 -0.0896 -0.1545 -1.2012 -0.1609 -0.3298 -1.032 -0.0745 -0.2554 -0.9082 -0.2559 -0.1931 -0.905 -0.011 -0.176 -1.0391 -0.1384 -0.2651 -0.8965 -0.1528 -0.0664 -0.9124 -0.1411 -0.1812 -1.3145 -0.1267 -0.2993 -1.0942 -0.0962 -0.2283 -0.9543 -0.1208 -0.0608 -1.1211 -0.3662 0.0549 -0.6099 -0.0972 -0.0076 -0.9026 -0.2214 -0.1296 -0.8503 -0.1057 -0.1995 -1.0879 0.0083 -0.0291 -1.3633 -0.3423 -0.1033 -0.9792 -0.303 -0.0417 -0.678 -0.1726 -0.02 -0.7292 0.0056 -0.0544 -1.1028 -0.0637 -0.0393 -1.009 -0.1267 -0.0479 -0.8538 -0.1292 -0.0459 -0.7949 -0.123 -0.0979 -0.8796 -0.3865 -0.4758 -1.2092 -0.145 -0.0063 -1.1926 -0.1638 0.0027 -0.6538 -0.157 -0.3696 -0.5081 -0.0859 -0.3804 -1.2495 -0.196 -0.3303 -0.8271 -0.0981 -0.1616 -0.7996 -0.0452 0.0037 -0.5645 -0.0662 -0.1904 -0.6487 -0.2859 -0.2092 -0.1841 -0.0911 0.0293 -0.832 -0.0029 -0.2637 -1.2117 -0.052 -0.2769 -1.1323 0.0344 -0.2664 -1.6033 -0.0342 -0.2935 -1.146 -0.4043 -0.4099 -0.5754 -0.2781 -0.3584 -1.03 -0.0247 -0.4675 -1.4312 -0.0862 -0.6152 -0.7339 -0.4827 -0.1213 -0.5723 0.0352 0.0823 -0.5229
-0.1594 -0.0466 -0.835 0.0227 -0.0618 -0.811 0.0603 -0.0085 -0.7163 0.1323 -0.2886 -1.0625 -0.2461 -0.1362 -1.061 -0.0901 -0.0601 -0.8376 -0.2002 0.2607 -0.3584 -0.0591 0.2175 -0.4243 -0.0896 0.0669 -1.2937 -0.0095 -0.2307 -0.8088 -0.1296 -0.1333 -1.0056 0.0405 -0.3904 -1.5881 -0.1255 -0.2085 -0.4988 -0.0354 0.1555 -0.7424 -0.0837 -0.3777 -0.9033 0.0232 0.1304 -0.5959 0.3198 0.0339 -0.718 0.3667 -0.4321 -1.5906 -0.4436 -0.5527 -1.313 -0.4602 0.0171 0.054 -0.0957 -0.2295 -0.3994 -0.0647 -0.5176 -0.6187 -0.0188 -0.7849 -1.0544 -0.3574 -0.5415 -0.7993 -0.2344 -0.6008 -1.5405 0.1428 -0.666 -2 -0.353 -0.2622 -0.0369 0.0784 -0.4133 -1.1555 -0.2002 -0.3306 -0.7004 0.0701 -0.1467 -0.261 -0.135 -0.3591 -0.1726 -0.3245 -0.238 -0.7861 0.3652 0.1946 -1.822 0.1953 0.0039 -1.5552 -0.1565 -0.1846 -0.6602 -0.4319 -0.3201 -0.8494 -0.1658 0.4053 -0.9368 -0.0496 -0.1299 -1.1248 0.4263 -0.0969 -1.322 -0.0461 -0.2559 -1.4976 0.0603 0.0959 -0.3042 0.0151 -0.2937 -1.1885 0.0183 -0.1658 -1.3657 -0.2136 0.0029 -0.8687 -0.3054 -0.6562 -1.0459 -0.1104 -0.2205 -0.949 -0.657 -0.4807 -0.0249 -0.2278 -0.8296 -0.4709 0.0896 0.3179 -0.9631 -0.1729 -0.3667 -1.4907 -0.574 -0.3833 -0.5017 -0.1907 0.0068 -1.1201 0.1694 0.0493 -0.9912 -0.9709 -0.8564 -1.0454 0.6592 -0.0085 -1.7273 -0.2949 -0.054 -0.6389 -0.344 -0.125 -0.3625 -0.1633 -0.3967 -0.4197 -1.0366 -0.6062 0.2927 -0.4949 -0.4553 -1.8555 -0.7085 -0.6768 -0.8682 0.2788 0.2402 -0.217 -0.5198 -0.5986 -0.9087 0.1917 0.228 -1.1858
-0.4512 -0.9685 -1.3711 -0.2085 -0.2715 -0.6233 -0.4866 -0.0613 0.0515 0.2056 0.1755 0.0488 -0.7947 0.0435 0.0847 0.1672 -0.4487 -1.8379 -0.0667 -0.0642 -0.7659 0.6719 -1.1409 -1.5532 -0.0188 0.0825 -0.4124 -0.363 0.2512 -0.0085 -0.2266 -0.1431 0.2822 -0.1199 -0.2544 -0.4817 0.7534 -0.825 -1.7925 -0.2678 0.0288 -0.3181 -0.1458 -0.3052 -1.0725 -0.3828 -0.1677 -0.6631 -0.1045 -0.3284 -1.1353 0.1167 -0.689 -1.0486 0.1189 -0.5918 -1.0535 -0.0989 -0.2693 -0.9937 0.5671 -0.2415 -1.5889 -0.4858 -0.5828 0.3152 -0.2043 -0.6152 -0.9531 -0.0393 -0.3701 -1.5874 -0.168 -0.1311 -1.3364 0.407 -0.314 -1.7114 -0.606 0.064 -0.7297 0.0701 0.188 -1.6704 0.0938 -0.2756 -0.0469 0.0427 -0.7896 -1.2202 -0.1228 0.0918 -1.7656 -0.4929 -0.2859 -1.4387 -0.0898 0.0317 -0.5176 -0.6382 -0.136 0.031 0.2629 -0.1882 -1.3445 -0.1965 -0.5715 -0.6919 0.1604 0.6169 -0.925 -0.1965 -0.4158 -1.0227 -0.2141 -0.2527 -1.2314 -0.0532 0.002 -0.853 -0.0032 0.9033 -1.1062 -0.2122 0.3828 -0.2703 0.0049 -0.9648 -0.9539 -0.1418 0.1501 -0.6477 -0.1938 -0.5962 -1.0564 0.2356 -0.3403 -1.8306 0.1128 -0.5652 -1.4421 0.0144 -0.427 -1.4358 -0.1462 0.3003 -0.3635 0.0315 -0.5269 -2 -0.0059 -0.27 -1.5063 -0.0588 0.449 -0.8201 0.5076 0.2358 -1.1182 -0.0994 0.2634 -1.1006 -0.1077 -0.1304 -0.7297 0.3955 -0.3574 -1.2151 0.01 -0.0039 -0.7898 0.0215 -0.0938 -0.832 -0.3914 -0.5352 -1.0425 -0.8103 -0.4065 -1.8987 0.1177 0.0005 -1.3647 -0.6633 -0.6025 -1.584 -0.2068 -0.8347 -0.958 -0.0322 -0.3267 -1.2942
0.6277 -0.2256 -1.2993 -0.0713 0.4807 -1.5034 0.4761 0.6443 -0.9995 0.219 0.0903 -1.5081 -0.7507 -0.3821 0.0266 0.24 0.0496 -0.6379 -0.0913 -0.4824 -0.637 -0.2332 -1.0898 -1.6692 -0.7095 -0.7415 -0.5076 0.272 -0.2759 -1.0254 -0.114 0.238 -0.4524 -0.2341 0.0256 -0.1484 -0.1082 -0.6926 -1.2671 0.0955 -0.4385 -0.99 -0.0505 0.1418 -0.8289 -0.1777 0.0239 -0.1711 0.0361 -0.375 -0.7124 -0.3169 -0.5308 -1.4255 0.2637 -0.1736 -1.0164 -0.1245 0.1326 -0.0725 0.3623 -0.4285 -1.2476 0.446 -0.3293 -1.877 -0.217 -0.7346 -1.1919 -0.2468 -0.6699 -1.5916 -0.4517 -0.7947 -1.0947 -0.3313 -0.2109 -0.3186 0.0308 -0.4255 -0.7981 0.0942 -0.5144 -1.2908 -0.0088 -0.3838 -0.1069 -0.1362 -0.324 -0.7314 -0.283 0.0522 -0.7805 -0.2717 -0.054 -0.426 -0.5229 -0.7407 -1.3848 -0.4106 -0.3235 -1.0425 -0.251 -0.4121 -1.4409 -0.1597 -0.2729 -0.886 -0.0444 -0.3523 -1.293 -0.5356 -0.5576 -0.9983 -0.3215 -0.1694 -0.5322 -0.115 -0.0708 -1.1157 -0.051 -0.312 -1.177 0.3196 -0.2705 -1.4746 -0.062 -0.3662 -0.5171 -0.4133 -0.4531 0.0396 -0.1907 -0.1506 0.3157 -0.198 -0.3994 -0.3401 -0.0554 -0.0454 -0.8018 0.1819 -0.2683 -0.7876 -0.0579 -0.3726 -0.863 0.0784 -0.2119 -0.7698 0.1448 -0.5859 -1.2434 -0.3147 -0.2361 -0.8706 -0.6675 -0.4033 -0.8267 0.0396 -0.1414 -0.7361 0.1577 -0.2188 -0.6179 -0.0706 -0.6221 -1.4023 -0.3101 -0.613 -1.2517 -0.104 -0.2637 -0.5872 0.1121 -0.4578 -0.9526 -0.0723 -0.6436 -1.7109 -0.1104 -0.6411 -1.2202 0.0461 -0.1323 -0.9683 -0.2168 -0.364 -0.4971 -0.115 -0.4934 -0.8979
-0.1042 -0.1421 -1.1821 -0.0481 -0.5789 -0.1562 0.1624 -0.3669 -0.3914 0.1855 -0.4595 -0.884 -0.0979 -0.6128 -0.8752 -0.0039 -0.5662 -0.9065 -0.0073 -0.5498 -0.9346 -0.0828 -0.426 -0.8574 -0.0791 -0.3052 -0.8691 -0.0347 -0.4409 -0.7881 -0.0051 -0.3848 -1.1101 0.0452 -0.4736 -1.1311 -0.1892 -0.4578 -0.9917 0.0842 -0.2136 -1.0771 -0.0693 -0.3831 -0.8196 0.0339 -0.3899 -0.6655 -0.1833 -0.6626 -1.1685 -0.0308 -0.3381 -1.3298 -0.2537 -0.6172 -0.7061 -0.1353 -0.6213 -0.8892 -0.1135 -0.1689 -1.0164 0.1438 -0.2698 -0.8757 0.0474 0.1365 -0.7012 -0.0837 -0.093 -0.8403 0.0908 -0.2046 -0.7747 -0.2456 -0.2036 -0.4482 -0.074 -0.4128 -0.5486 -0.0781 -0.5339 -0.5303 -0.0874 -0.5496 -1.6638 0.041 -0.7043 -1.7869 0.021 -0.2371 -0.5557 -0.4441 -0.6941 -1.0198 0.2258 -0.2407 -0.981 -0.0637 -0.4844 -1.3777 -0.2954 -0.1306 -0.0952 -0.3208 -0.2122 -0.7368 -0.0491 -0.3035 -1.6565 -0.3367 -0.0488 -0.1345 -0.1489 -0.053 -1.0862 -0.3157 -0.4595 -0.9248 -0.2637 -0.1479 -1.1538 0.0308 -0.3486 -1.3948 -0.3494 -0.0823 -0.5674 -0.2368 -0.1719 -0.9094 -0.053 -0.2759 -1.2217 -0.4978 -0.281 -0.2444 0.0234 -0.0405 -0.7166 -0.0249 -0.5808 -1.564 -0.2405 -0.3093 -1.3796 -0.0562 -0.0823 -0.7727 -0.2495 -0.2678 -0.5598 -0.0686 -0.468 -1.4934 -0.3997 -0.3926 -1.2249 0.1482 0.0264 -0.9902 0.0317 0.0791 -1.2241 -0.1733 0.5737 -1.0667 -0.2087 -0.3564 -0.9937 -0.2969 -0.4399 -0.1338 -0.4001 0.1045 -1.0842 -0.2405 0.1321 -1.5891 -0.3962 0.0269 -0.7529 -0.3394 -0.0884 -1.0276 -0.3188 -0.1694 -0.9595 -0.1887 -0.1506 -0.9331
-0.1987 -0.2024 -0.3916 -0.1416 -0.2681 -0.9514 -0.2168 -0.2036 -1.3555 -0.1873 0.009 -1.1426 -0.2732 -0.1384 -1.4224 -0.1624 -0.1167 -0.9819 -0.1597 -0.228 -1.0994 -0.1616 -0.3562 -1.0344 -0.2332 -0.1699 -0.7786 -0.0972 -0.2773 -1.134 -0.1172 -0.0303 -1.7625 -0.0708 -0.2957 -0.8447 -0.2412 -0.3882 -0.9519 -0.2336 -0.3018 -0.731 -0.4128 -0.384 -0.4717 -0.1079 -0.3894 -0.5312 -0.1497 -0.4749 -1.0061 -0.2446 -0.5415 -1.1392 -0.2034 -0.51 -1.605 -0.2156 -0.4241 -1.4983 -0.3577 -0.4785 -0.7166 -0.1755 -0.2083 -0.5913 -0.2217 -0.0544 -1.1541 -0.2629 -0.4348 -1.322 -0.2959 -0.3613 -1.0034 -0.3162 -0.3618 -0.6501 -0.2593 -0.0452 -0.8186 -0.0986 -0.1353 -1.0413 -0.2026 -0.2617 -0.8247 -0.0857 -0.2073 -1.53 -0.2878 -0.4717 -0.1753 -0.4001 -0.6345 -1.3213 0.0723 -0.176 -0.8877 0.0032 -0.0364 -1.2322 -0.4683 -0.3862 -1.0337 -0.3662 -0.4758 -1.3521 -0.3125 -0.1318 -0.5735 -0.4971 -0.5298 -0.6631 -0.1213 -0.0928 -1.4456 -0.2896 0.1003 -0.887 -0.179 -0.1782 -0.5828 -0.3398 -0.3274 -0.989 -0.1194 -0.5234 -1.2612 -0.2791 -0.2261 -0.6047 0 -0.5728 -0.7039 -0.2039 -0.7192 -1.3472 -0.0242 -0.6453 -0.8792 -0.3738 -0.7722 -1.0386 0.1919 0.3264 -0.9216 -0.1245 -0.1521 -1.6584 -0.0911 -0.5278 -0.9016 0.0938 -0.1672 -1.1172 0.2083 -0.4045 -0.5359 -0.4629 -0.6455 -0.998 -0.4487 -0.6125 -0.874 -0.5093 -0.1392 -0.7107 -0.1499 -0.635 -1.3425 -0.0762 -0.2827 -0.9639 0.2058 0.0281 -1.1377 0.4246 -0.0215 -0.4038 -1.0469 -0.853 -0.8674 0.2966 -0.0613 -0.9729 0.0522 -0.2644 -1.0989 -0.4534 -0.1633 -0.5391
-0.9629 -0.7405 -0.5171 0.5874 0.4321 -1.2952 -0.2944 -0.1084 -1.1858 0.1606 0.0317 -0.6448 -0.7646 -0.3213 -0.7615 -0.041 -0.2197 -1.8455 -0.0479 0.0095 -1.3206 0.1589 -0.3489 -0.676 -0.3032 -0.1255 -1.2383 -0.5603 -0.238 0.5317 -0.1748 -0.228 -0.4451 0.3186 0.105 -0.947 0.179 -0.2991 -1.7871 -0.3201 0.2458 -0.8999 0.1931 0.0405 -0.1047 0.1245 -0.2227 -1.0051 -0.0781 0.1697 -1.0796 0.1365 0.0808 -0.8901 -0.4636 -0.3655 -1.4541 0.3032 0.0015 -1.5461 0.1458 -0.6951 -0.863 0.3401 -1.0046 -1.7302 0.4617 -0.354 -1.7715 0.0579 -0.3298 -1.0469 0.1597 0.1414 -0.3948 0.4619 -0.5798 -1.3909 -0.3555 -0.0063 -0.6909 0.4895 -0.1045 -1.7427 0.2913 -0.1641 -1.1489 -0.3574 0.1487 0.0576 -0.0217 -0.2068 -0.9355 -0.1995 -0.8438 -1.1768 -0.2705 -0.3071 -1.189 0.2522 -0.3865 -0.6914 -1.2261 -1.1755 0.6465 -0.0105 -0.3518 -0.7471 0.01 -0.2053 -1.0535 -0.043 -0.8601 -0.6194 0.1172 0.2214 -1.7117 -0.1997 -0.2866 -1.5154 0.2539 -0.4644 -0.7512 0.4846 0.1184 -1.3069 -0.5098 -0.4153 -0.6714 -0.7981 -0.7996 -0.7832 -0.167 -0.2109 -1.8049 -1.239 -0.7627 -0.4636 0.4907 0.2642 -0.9324 0.2012 0.1643 -1.499 -0.7468 -0.7415 -1.1584 0.2458 0.5405 -0.5422 -0.0654 -0.4734 -1.7808 -0.7537 -0.1692 -0.0693 0.5381 -0.3354 -0.0452 -0.0183 -0.5879 -1.8008 -0.3774 -0.1072 -0.1074 -0.144 -1.1228 -2 -0.3735 0.019 -0.4871 -0.0798 -0.9568 -1.834 -0.5098 0.0286 -0.7561 0.1807 -1.4255 -1.0095 -0.0215 0.2412 -1.5449 -0.2178 -1.4243 -1.9814 -0.0188 -0.0405 -1.7017 -0.3789 -1.1221 -1.2808
-1.3367 -0.7256 0.0237 0.301 0.1086 -0.2542 -0.0361 -0.0164 -1.8394 -0.667 -0.8684 -0.4233 -0.6169 -0.4478 -0.7329 0.4146 -0.5303 -1.5747 -0.2888 -0.2273 -1.4741 0.3821 0.1853 -0.6494 -0.7026 -0.8511 -0.9194 -0.0015 -0.1953 -1.5869 -0.6343 -0.7524 -0.7944 -0.2124 -0.4084 -0.1328 -0.1709 -0.0901 -0.7588 -0.2114 -0.5483 -0.7292 -0.9922 -0.6868 -0.6536 -0.4041 -0.8198 -1.613 0.0957 0.0969 -0.8145 0.3425 -0.4011 -1.2798 -0.5413 -0.718 -0.4517 -0.0911 -0.1526 -0.8623 0.3467 0.259 -1.1604 0.3442 -0.1958 -0.9263 -0.7031 -1.2595 -1.0447 0.1099 -0.7493 -0.8953 -0.187 -0.1929 0.3591 0.0681 -0.0496 -1.551 -0.3257 -0.2896 0.1096 -0.3005 0.2954 -0.0381 -1.0278 -0.9514 -2 -0.1541 0.0063 -0.4849 -0.2612 -1.1174 -0.6484 0.354 -0.3582 -1.9683 0.2402 0.5901 -0.3342 0.0793 0.4338 -0.4695 0.0193 -0.4167 -0.75 -0.0322 0.1729 -0.4739 -0.3245 -0.6436 -1.9141 -0.6453 -0.3926 -0.8862 -0.0117 -0.0742 -0.5227 0.1782 -0.1238 -0.8823 0.3423 -1.1917 -2 0.4905 0.0212 -1.3945 0.7969 0.625 -1.1482 0.1951 -0.1431 -1.4346 0.0996 0.6631 0.4465 0.7925 -0.3667 -2 0.0637 0.4546 -0.3967 0.2983 -0.3262 -0.7183 0.0442 -0.7849 -2 0.2253 0.5181 -0.6731 0.8015 -0.4629 -2 -0.501 0.5366 0.4299 0.4094 0.0095 -1.2175 0.2405 0.2046 -1.1711 0.1597 -0.2764 -0.6438 0.4407 0.7202 -1.353 0.134 -0.9436 -1.5906 -0.7439 -0.5017 -0.9441 -0.5652 -0.2529 -0.4946 -0.1106 -0.4546 -1.0786 0.5957 0.3789 -2 -0.106 -0.3691 -1.3176 0.2112 0.2559 -2 0.0156 0.2661 -2
0.3 -0.0667 -2 -0.7705 -0.5769 -0.3513 -0.458 0.0613 -1.1094 -1.0945 -1.272 -0.5815 -0.0894 0.1628 -1.2356 -0.7131 -0.6191 -0.4692 0.3208 -0.0632 -1.5796 -1.7805 -0.5002 -1.0093 -0.1716 -0.2429 0.2073 -0.2456 -0.1968 -1.0537 0.0852 -1.074 -0.918 0.4341 0.5344 -2 -0.0227 0.3625 -0.5352 -0.9541 -0.7053 -0.5925 -1.3728 -1.3938 0.2441 -0.4717 -0.7886 -1.2861 -0.031 -0.5474 -0.7654 1.145 0.3059 -0.9297 0.4592 0.8779 -2 0.3911 -0.2646 -1.6165 -0.4897 -0.2671 -0.1179 0.6514 -0.042 -1.1853 0.0566 -0.4707 -0.6514 -0.5771 -0.7661 -1.0344 0.3206 0.4392 -1.3552 -0.6992 -0.6646 -0.4927 0.0994 -0.6902 -0.8594 -0.5544 -0.7168 -0.4441 0.0654 0.1782 -0.446 -0.1897 -0.479 -1.5461 0.1748 -0.2644 -1.4932 -0.4456 0.2134 -1.7917 0.041 -0.3049 -0.4761 0.0178 -0.0818 0.0312 0.1858 0.5908 0.0503 0.4453 0.3303 -1.7324 0.155 0.2927 -2 -0.9482 -0.2295 0.2297 0.9651 0.2893 -1.8257 0.0603 -0.4502 -2 0.1301 0.2986 -1.3887 -0.2544 0.1289 -0.7136 0.4448 -0.0925 -0.8735 0.3269 -0.1196 -1.8152 0.2356 0.0859 -0.1941 0.3875 -0.1558 -0.6614 1.5061 0.0369 -2 -0.3638 -1.2859 -1.188 0.123 -0.6875 -1.1794 0.0896 -0.2996 -0.9685 0.0007 -0.0864 0.144 0.4675 -0.9666 -2 -0.2339 0.2026 -1.325 0.1958 -0.0535 0.7151 0.4324 0.0508 -1.5005 0.0981 -0.1826 -0.5154 0.0254 0.1145 -0.8652 0.1648 -0.0415 -1.4363 -0.3684 -0.3066 -0.1985 0.0056 0.0471 -0.9128 0.2566 -0.2544 -1.1277 0.2385 -0.3423 -0.825 -0.8528 -1.1167 -0.4902 0.6042 -0.1077 -2
